timestamp,open,high,low,close,volume,turnover,atr,interval
1747653300000,2409.81,2415.33,2409.0,2415.1,3701.58,8929971.0273,8.855714285714189,5
1747653000000,2407.61,2412.23,2406.51,2409.81,5464.95,13167566.0963,8.581428571428464,5
1747652700000,2412.9,2414.8,2407.35,2407.61,4333.08,10449939.6769,8.339999999999918,5
1747652400000,2409.25,2413.27,2407.67,2412.9,3690.57,8892921.1939,8.097142857142769,5
1747652100000,2414.49,2415.8,2408.6,2409.25,3929.06,9479557.4978,7.705714285714196,5
1747651800000,2409.47,2418.86,2409.47,2414.49,9220.81,22277661.388,6.972142857142769,5
1747651500000,2409.67,2414.24,2407.5,2409.47,6501.82,15678721.228,6.6428571428570455,5
1747651200000,2406.03,2411.41,2404.54,2409.67,3866.91,9315934.7491,7.022857142857025,5
1747650900000,2405.22,2406.38,2401.0,2406.03,2025.99,4869081.7121,7.382142857142753,5
1747650600000,2407.71,2407.72,2400.69,2405.22,2852.27,6856008.5715,7.1907142857141935,5
1747650300000,2405.6,2408.8,2403.39,2407.71,3575.51,8603636.6853,6.83714285714281,5
1747650000000,2402.59,2407.96,2398.74,2405.6,7272.84,17479798.4103,7.074999999999981,5
1747649700000,2396.09,2402.87,2395.69,2402.59,4452.54,10684792.6372,7.456428571428562,5
1747649400000,2393.33,2397.97,2392.11,2396.09,4454.02,10666399.1792,7.815714285714291,5
1747649100000,2397.76,2397.77,2391.79,2393.33,5709.92,13675928.7168,7.790714285714297,5
1747648800000,2404.14,2405.98,2395.81,2397.76,8547.77,20515743.0027,8.080714285714325,5
1747648500000,2407.61,2407.61,2404.13,2404.14,3006.69,7232935.9284,8.252142857142871,5
1747648200000,2410.69,2410.69,2404.26,2407.61,4348.38,10461685.204,8.315714285714323,5
1747647900000,2413.48,2413.48,2406.34,2410.69,2219.7,5348208.233,8.31142857142858,5
1747647600000,2409.2,2413.48,2408.1,2413.48,2988.32,7204368.2045,8.009285714285722,5
1747647300000,2408.26,2415.48,2406.55,2409.2,7168.41,17289975.9776,8.147857142857154,5
1747647000000,2407.02,2411.59,2407.02,2408.26,5278.75,12720754.3715,7.98357142857146,5
1747646700000,2406.3,2409.38,2405.64,2407.02,4654.13,11203274.9696,7.631428571428614,5
1747646400000,2403.47,2407.8,2398.46,2406.3,3350.95,8054823.4147,7.796428571428643,5
1747646100000,2400.01,2405.46,2398.08,2403.47,4624.0,11110770.1128,7.997142857142925,5
1747645800000,2391.6,2401.94,2390.37,2400.01,4971.79,11921671.1562,8.274285714285757,5
1747645500000,2404.08,2408.67,2390.0,2391.6,12611.45,30202156.9011,8.900000000000059,5
1747645200000,2404.12,2412.7,2397.7,2404.08,24369.12,58602628.9158,9.658571428571479,5
1747644900000,2403.34,2405.6,2400.0,2404.12,3905.54,9383445.0708,9.631428571428614,5
1747644600000,2405.56,2408.0,2401.21,2403.34,3406.41,8189607.8917,9.212857142857176,5
1747644300000,2396.47,2407.33,2395.31,2405.56,5700.82,13684907.5548,9.367857142857181,5
1747644000000,2405.48,2405.87,2393.62,2396.47,8281.99,19859710.0234,9.775000000000025,5
1747643700000,2398.39,2407.21,2396.31,2405.48,6113.44,14685747.0086,10.04357142857147,5
1747643400000,2405.5,2405.52,2396.22,2398.39,11346.26,27229924.9453,10.323571428571475,5
1747643100000,2418.7,2420.0,2403.48,2405.5,13164.18,31729950.0586,11.229285714285782,5
1747642800000,2416.7,2422.79,2415.4,2418.7,15092.05,36506849.1548,12.137857142857197,5
1747642500000,2408.78,2418.9,2405.7,2416.7,23297.88,56231086.2437,12.813571428571484,5
1747642200000,2395.71,2409.42,2393.34,2408.78,15414.12,37041650.1048,13.815000000000023,5
1747641900000,2397.68,2404.58,2387.71,2395.71,14256.77,34152741.6676,14.732857142857158,5
1747641600000,2402.52,2405.57,2394.04,2397.68,14833.31,35573349.0539,14.620714285714323,5
1747641300000,2403.25,2403.96,2400.6,2402.52,2548.32,6120740.5841,13.735714285714332,5
1747641000000,2401.25,2406.1,2399.7,2403.25,5318.6,12781961.4634,12.685714285714344,5
1747640700000,2407.57,2409.0,2399.4,2401.25,10046.25,24146583.5595,12.97142857142863,5
1747640400000,2406.34,2408.72,2402.0,2407.57,6291.45,15137007.0927,13.020000000000048,5
1747640100000,2404.19,2407.68,2402.0,2406.34,3834.75,9220622.3582,12.567142857142894,5
1747639800000,2397.65,2409.11,2396.51,2404.19,11763.52,28279912.7276,12.592142857142887,5
1747639500000,2406.48,2411.91,2396.01,2397.65,21975.82,52764975.9584,12.949285714285711,5
1747639200000,2407.34,2412.0,2402.51,2406.48,12444.95,29946410.1566,13.309999999999977,5
1747638900000,2391.61,2410.27,2390.38,2407.34,30584.46,73547837.0431,13.187142857142817,5
1747638600000,2386.61,2397.54,2384.74,2391.61,18778.82,44902456.032,13.56642857142856,5
1747638300000,2361.3,2387.88,2361.14,2386.61,24042.71,57167768.1104,14.799999999999986,5
1747638000000,2352.69,2363.9,2350.63,2361.3,14984.46,35346985.6125,15.701428571428583,5
1747637700000,2368.59,2368.6,2346.7,2352.69,30441.68,71683175.2398,15.760714285714291,5
1747637400000,2369.73,2370.2,2363.16,2368.59,4714.54,11156340.5195,16.18785714285712,5
1747637100000,2370.0,2373.06,2364.31,2369.73,6200.28,14687815.0628,16.364285714285675,5
1747636800000,2374.03,2374.42,2366.5,2370.0,7894.27,18714323.9133,16.4728571428571,5
1747636500000,2371.12,2374.28,2363.01,2374.03,15466.92,36621338.5762,16.59214285714282,5
1747636200000,2386.46,2386.77,2369.04,2371.12,12743.52,30278357.6008,17.32499999999998,5
1747635900000,2381.34,2387.78,2380.93,2386.46,6546.4,15606732.297,18.10928571428573,5
1747635600000,2384.18,2387.7,2379.47,2381.34,10515.75,25059044.2681,17.79714285714288,5
1747635300000,2393.2,2393.2,2384.0,2384.18,7005.73,16731315.9625,17.508571428571454,5
1747635000000,2384.68,2397.49,2384.0,2393.2,13595.65,32523655.6147,17.44714285714287,5
1747634700000,2374.59,2387.82,2372.67,2384.68,7203.81,17168814.7739,17.49285714285715,5
1747634400000,2377.69,2382.3,2373.8,2374.59,3647.06,8670491.1345,16.655714285714243,5
1747634100000,2377.84,2377.84,2371.48,2377.69,4426.0,10509496.9485,14.933571428571375,5
1747633800000,2379.89,2380.14,2375.84,2377.84,2816.41,6696583.324,12.670714285714212,5
1747633500000,2379.48,2380.61,2374.67,2379.89,2997.15,7125365.6027,11.53071428571421,5
1747633200000,2381.29,2385.45,2377.51,2379.48,7737.59,18429666.886,10.847142857142769,5
1747632900000,2380.27,2382.0,2375.0,2381.29,6721.65,15996847.4925,10.722142857142769,5
1747632600000,2376.31,2383.34,2362.74,2380.27,25272.66,60018044.6083,11.627857142857076,5
1747632300000,2374.6,2378.41,2373.48,2376.31,2196.82,5220048.7124,11.307857142857074,5
1747632000000,2378.42,2379.24,2373.24,2374.6,2678.89,6364009.5389,10.46999999999993,5
1747631700000,2375.27,2379.01,2369.74,2378.42,7293.44,17326281.5603,9.942142857142796,5
1747631400000,2372.22,2377.37,2371.49,2375.27,5360.69,12728989.4341,9.849285714285672,5
1747631100000,2360.26,2374.75,2360.25,2372.22,12874.04,30510137.475,10.07499999999998,5
1747630800000,2364.46,2365.57,2355.82,2360.26,12902.54,30448199.6608,10.282857142857113,5
1747630500000,2351.96,2365.48,2351.0,2364.46,10093.63,23808715.1173,9.850714285714275,5
1747630200000,2367.69,2367.7,2351.05,2351.96,25920.86,61139571.9812,10.262857142857131,5
1747629900000,2377.72,2379.24,2367.09,2367.69,8549.15,20289244.321,11.757142857142819,5
1747629600000,2386.81,2387.25,2363.53,2377.72,30826.37,73149122.9901,13.144285714285681,5
1747629300000,2389.61,2394.39,2386.01,2386.81,3721.71,8895424.4137,13.910714285714253,5
1747629000000,2393.01,2397.36,2386.39,2389.61,6341.74,15165849.854,14.127142857142871,5
1747628700000,2390.75,2393.96,2387.27,2393.01,4095.47,9791465.7157,14.105000000000018,5
1747628400000,2392.48,2395.21,2388.61,2390.75,4759.96,11384042.1827,13.104999999999986,5
1747628100000,2400.0,2402.39,2392.11,2392.48,7577.07,18162941.3191,13.45142857142855,5
1747627800000,2393.95,2404.12,2390.0,2400.0,14542.45,34871062.5657,14.031428571428544,5
1747627500000,2393.93,2394.13,2379.51,2393.95,12679.9,30261939.8822,14.832857142857067,5
1747627200000,2383.99,2393.94,2383.62,2393.93,10641.62,25419479.5678,15.075714285714184,5
1747626900000,2383.5,2387.43,2380.0,2383.99,3788.14,9033420.7203,14.99785714285703,5
1747626600000,2384.59,2390.05,2380.54,2383.5,6605.15,15755786.1494,14.505714285714216,5
1747626300000,2382.29,2385.52,2377.96,2384.59,9660.63,23008740.4172,14.011428571428496,5
1747626000000,2389.38,2393.8,2380.62,2382.29,8008.9,19098602.8213,13.7635714285714,5
1747625700000,2392.12,2394.24,2387.8,2389.38,3074.88,7351258.5312,12.668571428571406,5
1747625400000,2391.01,2394.84,2387.12,2392.12,7278.14,17403630.2169,11.525714285714296,5
1747625100000,2396.59,2398.48,2390.16,2391.01,7685.42,18398609.0095,10.92928571428573,5
1747624800000,2391.88,2396.79,2386.45,2396.59,9196.32,21988716.3827,10.884285714285722,5
1747624500000,2384.78,2392.69,2381.82,2391.88,8175.47,19527932.546,11.461428571428574,5
1747624200000,2394.58,2394.74,2383.26,2384.78,8742.46,20866723.8571,11.809999999999977,5
1747623900000,2403.5,2403.5,2384.45,2394.58,20934.01,50015318.3176,12.339285714285714,5
1747623600000,2400.14,2403.5,2394.09,2403.5,10492.77,25161432.4623,12.00285714285714,5
1747623300000,2399.53,2401.99,2396.54,2400.14,6842.17,16419372.2868,11.036428571428587,5
1747623000000,2405.02,2405.12,2397.33,2399.53,8754.11,21012677.5734,10.855000000000018,5
1747622700000,2408.09,2409.49,2397.0,2405.02,10969.5,26358191.0427,10.752142857142871,5
1747622400000,2413.8,2414.09,2407.67,2408.09,3330.64,8027096.7044,10.720714285714296,5
1747622100000,2413.61,2416.42,2412.48,2413.8,3405.59,8221775.2306,10.775714285714296,5
1747621800000,2408.4,2415.67,2405.1,2413.61,7103.25,17137802.171,10.589285714285714,5
1747621500000,2403.68,2409.79,2403.26,2408.4,6017.46,14485423.0199,10.475000000000007,5
1747621200000,2399.9,2408.44,2397.51,2403.68,20220.14,48610949.5317,10.70428571428569,5
1747620900000,2397.81,2404.49,2391.03,2399.9,21163.95,50746212.5587,11.071428571428507,5
1747620600000,2419.78,2419.78,2396.72,2397.81,39154.99,94227063.8325,11.979999999999952,5
1747620300000,2428.87,2434.39,2416.2,2419.78,10419.92,25266356.057,13.537857142857092,5
1747620000000,2427.43,2431.0,2425.31,2428.87,7843.54,19037728.0344,13.519285714285681,5
1747619700000,2436.33,2436.33,2426.49,2427.43,4000.4,9722589.7508,12.861428571428535,5
1747619400000,2436.71,2436.83,2430.5,2436.33,2262.4,5504234.1816,12.860714285714266,5
1747619100000,2425.33,2436.89,2423.22,2436.71,4361.58,10603518.4754,13.339999999999984,5
1747618800000,2426.66,2427.25,2420.79,2425.33,7117.93,17258389.5706,13.920714285714277,5
1747618500000,2436.24,2440.61,2424.4,2426.66,9623.24,23401448.7593,14.18642857142858,5
1747618200000,2432.0,2439.78,2427.2,2436.24,11037.4,26859126.74,14.475714285714307,5
1747617900000,2433.6,2438.27,2431.2,2432.0,11110.64,27045567.0793,14.385714285714325,5
1747617600000,2419.66,2433.6,2416.11,2433.6,16536.49,40099402.9244,14.880000000000011,5
1747617300000,2429.76,2429.79,2411.24,2419.66,30502.19,73756234.2777,15.73785714285717,5
1747617000000,2430.21,2436.74,2421.36,2429.76,18267.43,44363772.8756,16.17714285714289,5
1747616700000,2441.6,2441.6,2426.37,2430.21,18651.83,45366564.9668,16.303571428571495,5
1747616400000,2441.91,2449.51,2436.5,2441.6,11747.8,28703451.805,16.03500000000005,5
1747616100000,2444.56,2445.59,2435.0,2441.91,6554.91,15997166.4748,14.178571428571493,5
1747615800000,2440.81,2449.13,2439.6,2444.56,10279.71,25136670.879,14.057857142857236,5
1747615500000,2442.44,2443.39,2428.48,2440.81,15994.89,38971374.4154,14.503571428571506,5
1747615200000,2454.54,2455.27,2434.29,2442.44,14491.29,35416210.087,15.33071428571436,5
1747614900000,2449.59,2455.0,2439.87,2454.54,23642.94,57853898.7824,15.435000000000075,5
1747614600000,2450.88,2454.3,2425.69,2449.59,52702.93,128691280.8424,16.35857142857149,5
1747614300000,2460.42,2460.87,2450.74,2450.88,15885.54,39027091.387,16.006428571428614,5
1747614000000,2475.17,2481.11,2458.1,2460.42,29034.5,71617683.6832,17.22857142857145,5
1747613700000,2479.96,2482.78,2466.61,2475.17,21098.77,52180781.7821,18.320714285714303,5
1747613400000,2499.06,2501.49,2473.04,2479.96,29006.03,72048481.6105,19.10357142857145,5
1747613100000,2500.08,2512.51,2494.03,2499.06,31606.68,79107137.7971,19.831428571428596,5
1747612800000,2497.1,2503.11,2480.68,2500.08,44716.17,111390807.3296,20.213571428571477,5
1747612500000,2498.71,2510.7,2488.0,2497.1,41509.87,103769509.1009,20.747142857142894,5
1747612200000,2458.3,2499.53,2458.3,2498.71,45695.27,113279115.4445,22.313571428571453,5
1747611900000,2455.3,2459.86,2451.5,2458.3,5110.63,12554838.7017,24.92928571428573,5
1747611600000,2453.14,2456.38,2450.7,2455.3,3997.59,9810521.6936,24.7914285714286,5
1747611300000,2448.47,2457.15,2447.13,2453.14,5534.88,13575813.5522,24.35857142857146,5
1747611000000,2451.39,2455.61,2447.73,2448.47,6977.57,17101062.7761,23.42285714285718,5
1747610700000,2442.26,2452.58,2441.81,2451.39,7588.0,18586747.3769,23.1114285714286,5
1747610400000,2438.32,2446.79,2437.41,2442.26,5217.49,12744615.3327,22.04928571428575,5
1747610100000,2440.66,2442.18,2435.15,2438.32,6342.48,15463404.4473,21.751428571428637,5
1747609800000,2442.39,2449.65,2435.15,2440.66,7492.18,18283125.4781,20.627857142857206,5
1747609500000,2445.87,2446.3,2439.21,2442.39,4421.96,10800019.7296,19.53714285714292,5
1747609200000,2454.4,2455.33,2438.58,2445.87,16925.66,41388306.1334,18.701428571428647,5
1747608900000,2436.31,2455.9,2435.63,2454.4,20178.5,49399165.2325,17.824285714285775,5
1747608600000,2431.26,2438.9,2429.02,2436.31,7108.29,17302369.4372,18.03500000000005,5
1747608300000,2429.13,2436.23,2428.68,2431.26,10227.13,24872954.4953,16.9585714285715,5
1747608000000,2425.55,2438.41,2425.39,2429.13,23052.27,56058313.8449,14.943571428571497,5
1747607700000,2429.08,2430.2,2421.4,2425.55,18809.98,45617807.3036,12.200000000000045,5
1747607400000,2415.43,2437.05,2414.05,2429.08,40628.09,98651252.9517,13.30000000000002,5
1747607100000,2405.4,2417.83,2405.0,2415.43,29005.74,69973090.3979,14.30428571428573,5
1747606800000,2391.01,2407.33,2390.76,2405.4,25890.32,62144877.9683,15.503571428571409,5
1747606500000,2388.61,2392.4,2374.05,2391.01,22129.74,52715985.6411,16.973571428571404,5
1747606200000,2394.2,2395.66,2386.59,2388.61,6912.04,16524455.3531,16.622857142857097,5
1747605900000,2395.33,2401.19,2387.49,2394.2,16069.22,38486724.8399,17.09357142857139,5
1747605600000,2406.12,2408.31,2375.39,2395.33,45646.56,109101443.9871,18.409285714285684,5
1747605300000,2411.63,2411.64,2402.52,2406.12,9017.71,21705146.8271,19.067857142857097,5
1747605000000,2423.66,2425.69,2394.4,2411.63,27678.54,66636075.6259,20.106428571428523,5
1747604700000,2425.35,2428.33,2420.84,2423.66,4017.44,9745217.9654,19.85142857142851,5
1747604400000,2422.12,2427.98,2419.15,2425.35,6976.32,16908580.8904,18.669285714285643,5
1747604100000,2419.51,2425.32,2410.32,2422.12,8705.16,21043302.3738,19.197857142857043,5
1747603800000,2420.4,2432.48,2412.11,2419.51,26151.94,63406655.0676,19.722857142857038,5
1747603500000,2416.7,2422.92,2415.0,2420.4,9676.19,23399955.1077,19.65999999999992,5
1747603200000,2410.01,2417.24,2408.4,2416.7,7308.44,17639359.7925,18.874285714285634,5
1747602900000,2404.77,2412.44,2400.76,2410.01,7900.48,19019085.2232,18.292857142857038,5
1747602600000,2407.55,2410.52,2400.13,2404.77,7092.53,17053084.3506,17.272857142857056,5
1747602300000,2395.04,2409.53,2393.65,2407.55,16728.66,40166418.6773,16.16785714285707,5
1747602000000,2392.38,2398.96,2391.33,2395.04,5213.3,12492357.3215,16.678571428571395,5
1747601700000,2387.35,2396.99,2386.61,2392.38,6133.51,14670902.6905,16.441428571428496,5
1747601400000,2397.96,2399.18,2385.27,2387.35,11691.44,27956800.1565,15.083571428571336,5
1747601100000,2396.29,2405.64,2391.67,2397.96,13685.65,32831710.6567,15.224999999999909,5
1747600800000,2391.31,2396.3,2384.31,2396.29,9958.88,23801998.3508,13.964999999999918,5
1747600500000,2379.56,2394.19,2377.6,2391.31,15460.89,36892207.6247,14.107142857142792,5
1747600200000,2378.18,2379.6,2370.28,2379.56,13094.12,31096918.2245,14.978571428571351,5
1747599900000,2371.45,2381.19,2369.17,2378.18,10308.82,24488288.8794,14.763571428571368,5
1747599600000,2371.96,2382.18,2366.12,2371.45,14039.54,33354811.3406,14.455714285714228,5
1747599300000,2367.38,2376.23,2364.5,2371.96,15180.02,35992384.2193,14.727857142857081,5
1747599000000,2377.26,2378.12,2362.44,2367.38,18187.3,43061333.5497,14.990714285714214,5
1747598700000,2364.9,2383.32,2357.88,2377.26,42970.47,101997039.0818,15.669285714285675,5
1747598400000,2406.72,2406.72,2316.4,2364.9,254000.06,598957374.5281,21.378571428571377,5
1747598100000,2407.47,2415.74,2401.25,2406.72,21367.24,51477674.3765,23.875714285714203,5
1747597800000,2422.98,2427.79,2405.21,2407.47,33067.1,79792807.0509,24.329999999999895,5
1747597500000,2431.32,2435.33,2418.43,2422.98,15920.35,38627994.2256,25.578571428571358,5
1747597200000,2433.46,2433.65,2421.39,2431.32,23804.58,57797114.4694,25.46071428571424,5
1747596900000,2433.63,2441.43,2429.14,2433.46,22434.72,54636137.601,25.032142857142812,5
1747596600000,2466.54,2466.54,2423.5,2433.63,82550.69,201222732.277,27.13142857142852,5
1747596300000,2468.5,2470.5,2464.02,2466.54,7634.18,18839087.9942,28.429999999999932,5
1747596000000,2458.24,2468.52,2457.36,2468.5,6053.39,14901424.5233,27.72499999999994,5
1747595700000,2463.01,2463.34,2456.07,2458.24,21175.12,52086296.7708,27.754285714285647,5
1747595400000,2463.26,2464.2,2458.29,2463.01,3085.9,7596473.2208,27.03285714285708,5
1747595100000,2463.46,2464.54,2458.01,2463.26,3710.5,9130057.5484,26.66142857142849,5
1747594800000,2461.58,2467.37,2459.04,2463.46,8883.94,21880452.5528,26.136428571428496,5
1747594500000,2466.04,2466.94,2454.27,2461.58,14302.23,35179959.2686,25.22428571428564,5
1747594200000,2462.06,2466.5,2457.38,2466.04,13257.58,32634580.3568,19.424285714285652,5
